Id,UserId,Name,Date
291,154,Supporter,2010-07-20T05:19:09.583
292,144,Scholar,2010-07-20T05:19:09.647
293,193,Autobiographer,2010-07-20T05:24:08.937
294,159,Editor,2010-07-20T05:29:08.990
295,174,Editor,2010-07-20T05:29:09.163
296,193,Supporter,2010-07-20T05:34:08.997
297,187,Teacher,2010-07-20T05:39:09.037
298,85,Editor,2010-07-20T05:44:09.060
299,196,Supporter,2010-07-20T05:59:09.160
300,197,Autobiographer,2010-07-20T05:59:09.190
301,196,Critic,2010-07-20T06:04:09.120
302,154,Organizer,2010-07-20T06:19:09.213
303,178,Critic,2010-07-20T06:39:10.220
304,128,Editor,2010-07-20T06:54:10.453
305,79,Student,2010-07-20T06:59:10.320
306,128,Student,2010-07-20T06:59:10.617
307,196,Student,2010-07-20T06:59:10.803
308,200,Autobiographer,2010-07-20T06:59:10.913
309,199,Teacher,2010-07-20T07:04:08.233
310,71,Student,2010-07-20T07:04:08.310
311,85,Student,2010-07-20T07:04:08.340
312,87,Student,2010-07-20T07:04:08.357
313,144,Student,2010-07-20T07:04:08.387
314,148,Student,2010-07-20T07:04:08.450
315,166,Student,2010-07-20T07:04:08.497
316,173,Student,2010-07-20T07:04:08.543
317,175,Student,2010-07-20T07:04:08.590
318,183,Student,2010-07-20T07:04:08.637
319,188,Student,2010-07-20T07:04:08.670
320,190,Student,2010-07-20T07:04:08.700
321,132,Student,2010-07-20T07:09:08.297
322,202,Autobiographer,2010-07-20T07:09:08.470
323,203,Autobiographer,2010-07-20T07:09:08.487
324,103,Editor,2010-07-20T07:24:08.323
325,144,Organizer,2010-07-20T07:24:08.387
326,103,Cleanup,2010-07-20T07:29:08.343
327,144,Editor,2010-07-20T07:34:08.363
328,199,Supporter,2010-07-20T07:39:08.397
329,65,Supporter,2010-07-20T07:49:08.390
330,204,Supporter,2010-07-20T07:49:08.420
331,66,Nice Question,2010-07-20T07:49:08.453
332,206,Supporter,2010-07-20T08:09:08.530
333,114,Teacher,2010-07-20T08:14:09.453
334,207,Autobiographer,2010-07-20T08:14:09.780
336,196,Scholar,2010-07-20T08:39:08.643
337,212,Autobiographer,2010-07-20T08:44:08.727
338,103,Teacher,2010-07-20T08:54:10.137
339,138,Teacher,2010-07-20T08:54:10.213
340,196,Editor,2010-07-20T08:54:10.387
341,212,Supporter,2010-07-20T08:54:10.497
342,196,Teacher,2010-07-20T09:04:09.020
343,199,Student,2010-07-20T09:09:08.743
344,214,Supporter,2010-07-20T09:24:08.807
345,108,Supporter,2010-07-20T09:39:09.480
346,218,Autobiographer,2010-07-20T09:44:08.967
347,217,Student,2010-07-20T09:49:08.950
348,217,Teacher,2010-07-20T09:59:09.117
349,79,Supporter,2010-07-20T09:59:09.223
350,217,Supporter,2010-07-20T09:59:09.240
351,190,Teacher,2010-07-20T10:04:09.533
352,187,Supporter,2010-07-20T10:04:09.690
353,190,Editor,2010-07-20T10:14:09.057
354,88,Editor,2010-07-20T10:19:09.117
355,211,Teacher,2010-07-20T10:29:09.150
356,194,Supporter,2010-07-20T10:29:09.353
357,159,Mortarboard,2010-07-20T10:29:09.383
358,169,Teacher,2010-07-20T10:34:10.517
359,171,Teacher,2010-07-20T10:34:10.640
360,107,Supporter,2010-07-20T11:04:10.333
361,88,Commentator,2010-07-20T11:14:11.207
362,213,Supporter,2010-07-20T11:19:10.967
363,213,Editor,2010-07-20T11:24:09.460
364,215,Editor,2010-07-20T11:39:11.587
365,215,Autobiographer,2010-07-20T11:44:09.990
366,198,Supporter,2010-07-20T11:49:09.840
367,62,Teacher,2010-07-20T11:59:12.830
368,107,Teacher,2010-07-20T11:59:13.017
369,221,Supporter,2010-07-20T11:59:13.110
370,215,Supporter,2010-07-20T12:04:12.897
371,40,Teacher,2010-07-20T12:34:12.913
372,220,Student,2010-07-20T12:34:13.197
373,222,Autobiographer,2010-07-20T12:34:13.460
374,56,Supporter,2010-07-20T12:44:13.003
375,220,Supporter,2010-07-20T12:54:12.983
376,13,Nice Question,2010-07-20T12:54:13.013
377,225,Autobiographer,2010-07-20T13:14:12.787
378,189,Student,2010-07-20T13:19:12.697
379,199,Editor,2010-07-20T13:59:12.243
380,198,Teacher,2010-07-20T14:19:12.040
381,232,Supporter,2010-07-20T14:19:12.303
382,232,Autobiographer,2010-07-20T14:19:12.350
383,194,Scholar,2010-07-20T14:19:12.383
384,168,Supporter,2010-07-20T14:24:12.027
386,38,Supporter,2010-07-20T14:34:12.080
387,38,Scholar,2010-07-20T14:34:12.173
388,215,Student,2010-07-20T14:39:11.913
389,210,Supporter,2010-07-20T14:39:12.147
390,217,Critic,2010-07-20T14:39:12.193
391,89,Supporter,2010-07-20T14:44:12.243
392,62,Organizer,2010-07-20T14:59:11.723
394,18,Supporter,2010-07-20T15:09:11.967
396,36,Editor,2010-07-20T15:14:11.713
398,230,Supporter,2010-07-20T15:29:11.723
399,71,Teacher,2010-07-20T15:39:12.630
400,190,Organizer,2010-07-20T15:49:11.740
401,190,Critic,2010-07-20T15:49:11.943
402,5,Organizer,2010-07-20T15:54:11.770
403,75,Supporter,2010-07-20T15:54:11.847
404,240,Autobiographer,2010-07-20T15:54:11.893
405,8,Commentator,2010-07-20T16:04:11.750
406,241,Autobiographer,2010-07-20T16:09:11.947
407,24,Critic,2010-07-20T16:14:11.710
408,200,Editor,2010-07-20T16:19:11.643
409,22,Commentator,2010-07-20T16:24:11.763
410,148,Scholar,2010-07-20T16:34:11.677
412,38,Teacher,2010-07-20T16:54:11.573
413,200,Supporter,2010-07-20T16:54:11.777
414,218,Supporter,2010-07-20T17:29:25.650
415,233,Supporter,2010-07-20T17:52:22.647
416,229,Teacher,2010-07-20T18:02:22.877
417,240,Supporter,2010-07-20T18:02:23.343
418,89,Teacher,2010-07-20T18:07:22.617
420,139,Supporter,2010-07-20T18:12:22.730
422,58,Student,2010-07-20T18:32:22.783
423,68,Supporter,2010-07-20T18:32:23.207
424,200,Student,2010-07-20T19:02:22.880
425,216,Teacher,2010-07-20T19:07:26.843
426,248,Autobiographer,2010-07-20T19:12:27.143
427,215,Teacher,2010-07-20T19:27:26.953
428,220,Editor,2010-07-20T19:27:27.093
429,247,Student,2010-07-20T19:57:27.037
430,151,Supporter,2010-07-20T19:57:27.253
431,151,Critic,2010-07-20T19:57:27.287
432,54,Editor,2010-07-20T20:07:27.060
433,54,Teacher,2010-07-20T20:47:27.277
434,90,Scholar,2010-07-20T21:37:27.653
435,74,Mortarboard,2010-07-20T22:07:27.690
436,24,Teacher,2010-07-20T22:42:31.933
437,178,Teacher,2010-07-20T22:42:32.057
438,8,Critic,2010-07-20T22:42:32.103
439,155,Supporter,2010-07-20T22:57:31.960
440,34,Supporter,2010-07-20T23:37:32.313
441,83,Nice Question,2010-07-20T23:37:32.407
442,61,Nice Answer,2010-07-20T23:37:32.563
444,170,Supporter,2010-07-21T00:02:32.610
446,71,Editor,2010-07-21T00:27:32.590
447,226,Editor,2010-07-21T00:37:32.570
448,196,Commentator,2010-07-21T00:52:32.650
450,89,Critic,2010-07-21T03:18:11.793
451,191,Supporter,2010-07-21T03:28:11.957
452,252,Autobiographer,2010-07-21T04:23:12.433
453,252,Student,2010-07-21T04:28:12.460
454,111,Supporter,2010-07-21T04:33:12.473
455,34,Teacher,2010-07-21T04:53:12.590
456,251,Supporter,2010-07-21T05:18:12.720
457,19,Supporter,2010-07-21T05:48:12.780
458,68,Teacher,21/07/2010 06:03
459,223,Supporter,2010-07-21T06:03:13.123
460,223,Teacher,2010-07-21T06:28:12.870
461,103,Organizer,2010-07-21T06:28:13.010
462,223,Critic,2010-07-21T06:38:12.897
463,125,Student,2010-07-21T06:53:12.897
464,194,Student,2010-07-21T06:53:13.023
465,213,Student,2010-07-21T06:53:13.040
466,221,Student,2010-07-21T06:53:13.087
467,223,Autobiographer,2010-07-21T07:13:12.837
468,199,Scholar,2010-07-21T07:43:12.610
469,252,Supporter,2010-07-21T07:48:12.597
470,253,Autobiographer,2010-07-21T07:58:12.557
471,253,Supporter,2010-07-21T08:03:12.543
472,38,Nice Question,2010-07-21T08:03:12.560
473,226,Teacher,2010-07-21T08:13:12.473
474,108,Editor,2010-07-21T08:38:12.303
475,253,Teacher,2010-07-21T08:48:12.267
476,108,Autobiographer,2010-07-21T09:18:12.307
477,17,Critic,2010-07-21T09:23:12.293
478,5,Critic,2010-07-21T09:53:12.377
479,229,Supporter,2010-07-21T10:18:12.453
480,254,Supporter,2010-07-21T10:28:12.460
481,255,Supporter,2010-07-21T10:38:12.450
482,170,Teacher,2010-07-21T10:48:12.407
483,251,Teacher,2010-07-21T10:58:12.393
484,139,Teacher,2010-07-21T11:13:12.353
485,8,Scholar,2010-07-21T11:18:12.440
486,88,Scholar,2010-07-21T11:18:12.487
487,34,Student,2010-07-21T12:33:12.283
488,210,Student,2010-07-21T12:33:12.423
489,256,Supporter,2010-07-21T12:58:12.310
490,256,Teacher,2010-07-21T13:23:12.407
491,219,Editor,2010-07-21T13:43:12.500
492,23,Scholar,2010-07-21T14:18:12.680
493,62,Scholar,2010-07-21T14:28:12.920
494,210,Editor,2010-07-21T14:48:12.623
495,258,Supporter,2010-07-21T15:08:12.700
496,77,Student,2010-07-21T15:23:12.700
497,43,Supporter,2010-07-21T15:23:12.857
498,43,Critic,2010-07-21T15:23:12.873
499,210,Teacher,2010-07-21T15:28:12.877
501,247,Supporter,2010-07-21T17:13:12.870
502,30,Teacher,2010-07-21T17:28:12.813
503,8,Nice Answer,2010-07-21T18:03:13.077
504,77,Teacher,2010-07-21T18:08:12.863
505,138,Editor,2010-07-21T18:38:12.960
506,132,Scholar,2010-07-21T18:53:12.960
507,212,Critic,2010-07-21T19:38:13.437
508,259,Supporter,2010-07-21T20:48:13.613
509,11,Supporter,2010-07-21T21:23:13.783
510,259,Student,2010-07-21T21:28:13.880
511,132,Editor,2010-07-21T21:33:13.833
512,74,Nice Question,2010-07-21T21:38:14.050
513,261,Autobiographer,2010-07-21T21:43:13.893
515,168,Teacher,2010-07-21T23:03:14.147
516,129,Supporter,2010-07-21T23:03:14.337
517,168,Critic,2010-07-21T23:03:14.367
518,189,Scholar,2010-07-21T23:08:14.170
519,251,Editor,2010-07-22T00:38:14.393
521,110,Supporter,2010-07-22T00:43:14.680
523,260,Autobiographer,2010-07-22T01:58:14.683
524,260,Teacher,2010-07-22T03:38:16.280
525,263,Autobiographer,2010-07-22T04:38:17.473
526,252,Scholar,2010-07-22T05:13:18.420
527,128,Teacher,2010-07-22T08:23:18.680
528,89,Student,2010-07-22T08:23:18.757
529,210,Critic,2010-07-22T09:48:18.843
530,223,Student,2010-07-22T09:58:18.857
531,268,Autobiographer,2010-07-22T11:18:19.200
532,267,Supporter,2010-07-22T11:23:19.240
533,268,Supporter,2010-07-22T11:38:19.247
534,266,Teacher,2010-07-22T11:53:19.530
535,266,Student,2010-07-22T11:53:19.607
537,62,Commentator,2010-07-22T12:33:19.433
538,223,Commentator,2010-07-22T12:38:19.360
539,223,Organizer,2010-07-22T12:58:19.647
540,267,Student,2010-07-22T13:03:19.450
541,223,Editor,2010-07-22T13:08:19.393
542,267,Editor,2010-07-22T13:28:19.410
543,266,Supporter,2010-07-22T13:38:19.417
544,214,Teacher,2010-07-22T13:58:19.477
545,190,Commentator,2010-07-22T13:58:19.617
547,33,Teacher,2010-07-22T14:58:19.303
548,199,Critic,2010-07-22T14:58:19.490
549,270,Supporter,2010-07-22T15:13:19.553
550,260,Supporter,2010-07-22T15:18:19.540
552,218,Teacher,2010-07-22T16:08:19.503
553,217,Self-Learner,2010-07-22T16:08:19.657
554,68,Editor,2010-07-22T16:48:19.587
555,53,Supporter,2010-07-22T16:53:19.627
556,18,Editor,2010-07-22T17:33:19.640
557,197,Supporter,2010-07-22T17:33:19.703
558,5,Nice Question,2010-07-22T17:58:19.657
559,219,Student,2010-07-22T18:03:19.647
562,247,Teacher,2010-07-22T18:43:19.630
564,270,Teacher,2010-07-22T19:13:19.757
565,88,Student,2010-07-22T19:33:19.880
566,35,Supporter,2010-07-22T20:23:20.073
567,92,Supporter,2010-07-22T20:33:20.110
568,92,Critic,2010-07-22T20:33:20.157
569,114,Scholar,2010-07-22T21:08:20.090
570,159,Scholar,2010-07-23T01:48:25.107
571,260,Editor,2010-07-23T05:58:26.030
572,174,Student,2010-07-23T06:23:26.087
573,159,Critic,2010-07-23T09:53:25.727
574,166,Scholar,2010-07-23T11:33:26.043
575,273,Editor,2010-07-23T12:13:26.123
576,273,Teacher,2010-07-23T12:38:26.213
577,222,Supporter,2010-07-23T12:53:26.213
578,69,Scholar,2010-07-23T13:43:26.227
579,133,Critic,2010-07-23T13:53:26.250
581,5,Nice Question,2010-07-23T15:48:28.130
582,77,Organizer,2010-07-23T15:53:28.080
583,5,Scholar,2010-07-23T15:53:28.160
584,174,Critic,2010-07-23T16:03:28.107
585,75,Scholar,2010-07-23T16:13:28.100
586,92,Teacher,2010-07-23T17:58:28.260
587,251,Student,2010-07-23T18:23:28.317
588,114,Editor,2010-07-23T20:58:28.963
589,159,Self-Learner,2010-07-23T22:18:29.410
590,22,Scholar,2010-07-23T22:48:29.617
591,99,Student,2010-07-23T23:08:29.693
592,7,Supporter,2010-07-23T23:58:29.933
593,159,Commentator,2010-07-24T01:48:30.397
594,61,Promoter,2010-07-24T02:58:30.463
595,240,Teacher,2010-07-24T05:28:31.690
596,190,Cleanup,2010-07-24T09:58:32.953
597,57,Organizer,2010-07-24T09:58:33.060
598,218,Editor,2010-07-24T11:53:33.423
599,246,Editor,2010-07-24T16:58:33.557
600,275,Autobiographer,2010-07-24T17:48:33.770
601,61,Editor,2010-07-24T19:33:33.780
602,240,Student,2010-07-24T20:28:33.787
603,276,Autobiographer,2010-07-24T20:33:33.773
604,30,Supporter,2010-07-24T22:33:34.360
605,165,Student,2010-07-24T23:28:34.653
606,54,Scholar,2010-07-25T01:38:34.823
607,30,Critic,2010-07-25T01:48:34.787
608,5,Disciplined,2010-07-25T09:23:35.437
609,165,Supporter,2010-07-25T12:03:35.820
610,165,Critic,2010-07-25T12:03:36.630
611,240,Editor,2010-07-25T12:18:36.087
612,240,Scholar,2010-07-25T12:18:36.227
613,165,Editor,2010-07-25T12:23:36.140
614,183,Critic,2010-07-25T13:53:36.047
615,133,Supporter,2010-07-25T15:43:36.093
616,40,Supporter,2010-07-25T16:53:36.067
617,107,Student,2010-07-25T17:28:35.840
618,25,Student,2010-07-25T20:23:37.090
619,90,Commentator,2010-07-26T07:43:40.023
620,219,Cleanup,2010-07-26T10:38:41.317
621,10,Teacher,2010-07-26T14:53:41.727
